Name,assetId,isManaged,monitorDate,monitorDate2,lastScanDate,discoveryDate,dutyCycle,ipAddress,isColor,manufacturer,modelName,ppmBlack,ppmColor,serialNumber,tonerLevelBlack,tonerLevelCyan,tonerLevelMagenta,tonerLevelYellow,pageCoverageMonochrome,pageCoverageCyan,pageCoverageMagenta,pageCoverageYellow,startMeterLife,endMeterLife,startMeterBlack,endMeterBlack,startMeterColor,endMeterColor,startMeterPrintBlack,endMeterPrintBlack,startMeterPrintColor,endMeterPrintColor,startMeterCopyBlack,endMeterCopyBlack,startMeterCopyColor,endMeterCopyColor,startMeterScan,endMeterScan,startMeterFax,endMeterFax
LaserJet 8000 Series,10.139.1.14-8413,TRUE,8/16/2013 - 11/14/2013,2984,11/14/2013 11:54 AM,06/11/2013 12:00,130000,10.139.1.147,Mono,HP,LaserJet 8000,24,,USGG008413,0%,,,,,,,,381806,384790,381806,384790,,,,,,,,,,,,,,
LaserJet 8000 Series,10.139.1.15-2169,TRUE,8/16/2013 - 11/14/2013,4491,11/14/2013 11:54 AM,06/11/2013 12:00,130000,10.139.1.154,Mono,HP,LaserJet 8000,24,,USGG002169,0%,,,,,,,,866039,870530,866039,870530,,,,,,,,,,,,,,
LaserJet 8000 Series,10.139.1.16-6701,TRUE,8/16/2013 - 11/14/2013,0,6/25/2013 12:28 PM,06/11/2013 12:00,130000,10.139.1.162,Mono,HP,LaserJet 8000,24,,USGH016701,0%,,,,,,,,878037,878037,878037,878037,,,,,,,,,,,,,,
LaserJet 8000 Series,10.139.1.163,TRUE,8/16/2013 - 11/14/2013,121,11/14/2013 11:54 AM,06/11/2013 12:00,130000,10.139.1.163,Mono,HP,LaserJet 8000,24,,USHH016435,0%,,,,,,,,1832617,1832738,1832617,1832738,,,,,,,,,,,,,,
LaserJet 8000 Series,10.139.114.57,TRUE,8/16/2013 - 11/14/2013,1786,11/14/2013 11:54 AM,06/11/2013 12:00,130000,10.139.114.57,Mono,HP,LaserJet 8000,24,,USDD039942,0%,,,,,,,,184710,186496,184710,186496,,,,,,,,,,,,,,
LaserJet 8100 Series,10.139.1.117,TRUE,8/16/2013 - 11/14/2013,350,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.1.117,Mono,HP,LaserJet 8100,32,,USDG017681,0%,,,,,,,,82917,83267,82917,83267,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.24,TRUE,8/16/2013 - 11/14/2013,0,7/31/2013 11:57 AM,06/11/2013 12:00,150000,10.139.3.24,Mono,HP,LaserJet 8150,32,,USBLM10178,75%,,,,,,,,918113,918113,918113,918113,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.49,TRUE,8/16/2013 - 11/14/2013,5612,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.3.49,Mono,HP,LaserJet 8150,32,,JPDLR59436,0%,,,,,,,,268022,273634,268022,273634,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.60,TRUE,8/16/2013 - 11/14/2013,5525,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.3.60,Mono,HP,LaserJet 8150,32,,JPDLR33139,0%,,,,,,,,763020,768545,763020,768545,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.63,TRUE,8/16/2013 - 11/14/2013,4169,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.3.63,Mono,HP,LaserJet 8150,32,,JPDLR39100,0%,,,,,,,,959043,963212,959043,963212,,,,,,,,,,,,,,
LaserJet 8150 Series,,TRUE,8/16/2013 - 11/14/2013,0,08/01/2013 10:25,06/11/2013 12:00,150000,10.139.3.64,Mono,HP,LaserJet 8150,32,,JPDLR37492,66%,,,,,,,,705484,705484,705484,705484,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.65,TRUE,8/16/2013 - 11/14/2013,18627,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.3.65,Mono,HP,LaserJet 8150,32,,JPDLR39110,13%,,,,,,,,939307,957934,939307,957934,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.73,TRUE,8/16/2013 - 11/14/2013,1528,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.3.73,Mono,HP,LaserJet 8150,32,,JPDLR36928,0%,,,,,,,,145836,147364,145836,147364,,,,,,,,,,,,,,
LaserJet 8150 Series,10.139.3.72,TRUE,8/16/2013 - 11/14/2013,2078,11/14/2013 11:54 AM,06/11/2013 12:00,150000,10.139.3.72,Mono,HP,LaserJet 8150,32,,JPDLR44484,96%,,,,,,,,133128,135206,133128,135206,,,,,,,,,,,,,,
