StartDate,EndDate,printermodelid,devicename,ipaddress,Serialnumber,ModelName,Manufacturer,ManagementStatus,is_color,is_copier,is_scanner,is_fax,PPM_Black,PPM_Color,DateIntroduction,DateAdoption,DiscoveryDate,BLACK_ProdCodeOEM,BLACK_Yield,BLACK_ProdCostOEM,CYAN_ProdCodeOEM,CYAN_Yield,CYAN_ProdCostOEM,MAGENTA_ProdCodeOEM,MAGENTA_Yield,MAGENTA_ProdCostOEM,YELLOW_ProdCodeOEM,YELLOW_Yield,YELLOW_ProdCostOEM,DUTY_CYCLE,WattsPowerNormal,WattsPowerIdle,StartMeterLife,EndMeterLife,StartMeterBlack,EndMeterBlack,StartMeterColor,EndMeterColor,StartMeterPrintBlack,EndMeterPrintBlack,StartMeterPrintColor,EndMeterPrintColor,StartMeterCopyBlack,EndMeterCopyBlack,StartMeterCopyColor,EndMeterCopyColor,StartMeterScan,EndMeterScan,StartMeterFax,EndMeterFax,Start11x7,End11x7,TonerLevel_Black,TonerLevel_Cyan,TonerLevel_Magenta,TonerLevel_Yellow,Black Coverage,Cyan Coverage,Magenta Coverage,Yellow Coverage,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,0,(HP JetDirect External)  2A0A,10.202.42.10,,Undefined,Undefined,Unmanaged,True,True,True,True,0,0,1/1/2001 12:00:00 AM,,12/11/2013 7:51:10 AM,generic,0,,Cyan,0,,Magenta,0,,Yellow,0,,100001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,22932,Brother HL-2170W series 2B5A,10.202.43.90,F0J754872,Brother HL-2170W,Brother,Unmanaged,False,False,False,False,23,,12/18/2007 12:00:00 AM,,12/11/2013 7:51:14 AM,TN-330,1500,,,,,,,,,,,10000,460,80,105468,107647,105468,107647,,,,,,,,,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002025,Brother HL-2270DW series CD23,10.0.205.35,U62674J3J348394,Brother HL-2270DW,Brother,Unmanaged,False,False,False,False,27,,3/1/2011 12:00:00 AM,,12/13/2013 8:00:00 AM,TN420,1200,,,,,,,,,,,10000,495,1,135,2362,135,2362,,,,,,,,,,,,,,,,,6%,,,,3.89,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23879,HP Color LaserJet CP2025n 2D17,10.1.45.23,CNGSB46369,Hewlett-Packard Color LaserJet CP2025n,Hewlett-Packard,Unmanaged,True,False,False,False,21,21,9/3/2008 12:00:00 AM,,12/13/2013 8:00:18 AM,CC530A,3500,,CC531A,2800,,CC533A,2800,,CC532A,2800,,40000,260,4,1739,2445,439,862,1301,1583,,,,,,,,,,,,,,,58%,21%,3%,5%,5.08,6.90,8.44,8.44,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,8777,HP LaserJet 100 colorMFP M175nw 5123,10.0.81.35,CND8F4T17X,Hewlett-Packard LaserJet,Hewlett-Packard,Unmanaged,False,False,False,False,,,5/1/1984 12:00:00 AM,,12/11/2013 7:51:10 AM,92285A,3000,,,,,,,,,,,12000,,,43,141,29,91,14,50,25,28,11,43,5,63,5,7,12,81,,,,,78%,91%,92%,92%,21.61,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001592,HP LaserJet 400 color M451nw 044E,10.1.4.78,CNDG106179,Hewlett-Packard LaserJet Pro 400 color M451nw,Hewlett-Packard,Unmanaged,True,False,False,False,21,21,1/27/2012 12:00:00 AM,,12/11/2013 7:51:10 AM,CE410A,2200,,CE411A,2600,,CE413A,2600,,CE412A,2600,,40000,425,4,55,267,2,14,53,253,,,,,,,,,,,,,,,71%,90%,88%,89%,11.41,4.55,5.56,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001592,HP LaserJet 400 color M451nw 7E28,10.0.126.40,CNDG110792,Hewlett-Packard LaserJet Pro 400 color M451nw,Hewlett-Packard,Unmanaged,True,False,False,False,21,21,1/27/2012 12:00:00 AM,,12/16/2013 10:03:46 AM,CE410A,2200,,CE411A,2600,,CE413A,2600,,CE412A,2600,,40000,425,4,11,68,3,10,11,58,,,,,,,,,,,,,,,94%,96%,95%,95%,7.53,6.29,8.39,8.39,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001592,HP LaserJet 400 color M451nw 7E28,10.0.126.40,CNDG313917,Hewlett-Packard LaserJet Pro 400 color M451nw,Hewlett-Packard,Unmanaged,True,False,False,False,21,21,1/27/2012 12:00:00 AM,,12/13/2013 8:00:09 AM,CE410A,2200,,CE411A,2600,,CE413A,2600,,CE412A,2600,,40000,425,4,5,5,,,5,5,,,,,,,,,,,,,,,98%,99%,98%,98%,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001592,HP LaserJet 400 color M451nw D01F,10.0.208.31,CNDG309828,Hewlett-Packard LaserJet Pro 400 color M451nw,Hewlett-Packard,Unmanaged,True,False,False,False,21,21,1/27/2012 12:00:00 AM,,12/11/2013 7:51:14 AM,CE410A,2200,,CE411A,2600,,CE413A,2600,,CE412A,2600,,40000,425,4,232,364,105,168,127,196,,,,,,,,,,,,,,,76%,86%,87%,87%,7.76,9.75,8.13,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001594,HP LaserJet 400 colorMFP M475dw 9AC1,10.1.154.193,CND8F7W12W,Hewlett-Packard LaserJet Pro 400 color MFP M475dw,Hewlett-Packard,Unmanaged,True,True,True,True,21,21,1/27/2012 12:00:00 AM,,12/29/2013 8:14:25 AM,CE410A,2200,,CE411A,2600,,CE413A,2600,,CE412A,2600,,40000,465,6,631,661,,,577,607,,,577,607,,,,,,,,,,,54%,79%,74%,75%,6.29,3.71,3.71,3.71,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001798,HP LaserJet 400 M401n 0721,10.0.7.33,VNG3F28950,Hewlett-Packard Laserjet Pro 400 M401n,Hewlett-Packard,Unmanaged,False,False,False,False,35,,,,12/23/2013 11:53:33 AM,CF280X,6900,,,,,,,,,,,50000,570,6,25,717,25,717,,,,,,,,,,,,,,,,,67%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001798,HP LaserJet 400 M401n 2120,10.0.33.32,VNG4S24177,Hewlett-Packard Laserjet Pro 400 M401n,Hewlett-Packard,Unmanaged,False,False,False,False,35,,,,12/11/2013 7:51:10 AM,CF280X,6900,,,,,,,,,,,50000,570,6,31,31,31,31,,,,,,,,,,,,,,,,,100%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001798,HP LaserJet 400 M401n 3223,10.0.50.35,VNG4S23903,Hewlett-Packard Laserjet Pro 400 M401n,Hewlett-Packard,Managed,False,False,False,False,35,,,,1/5/2014 4:12:35 PM,CF280X,6900,,,,,,,,,,,50000,570,6,,,,,,,,,,,,,,,,,,,,,100%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001798,HP LaserJet 400 M401n 7E45,10.0.126.69,VNG3529460,Hewlett-Packard Laserjet Pro 400 M401n,Hewlett-Packard,Unmanaged,False,False,False,False,35,,,,12/18/2013 7:13:41 PM,CF280X,6900,,,,,,,,,,,50000,570,6,1572,2914,1572,2914,,,,,,,,,,,,,,,,,23%,,,,7.65,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001798,HP LaserJet 400 M401n AF1E,10.0.175.30,VNG3F29025,Hewlett-Packard Laserjet Pro 400 M401n,Hewlett-Packard,Managed,False,False,False,False,35,,,,12/5/2013 8:46:22 AM,CF280X,6900,,,,,,,,,,,50000,570,6,23,2599,23,2599,,,,,,,,,,,,,,,,,,,,,11.52,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001457,HP LaserJet 600 M602 2D66,10.1.45.103,CNBCD6K09J,Hewlett-Packard LaserJet Enterprise 600 M602n,Hewlett-Packard,Unmanaged,False,False,False,False,52,,,,12/11/2013 7:51:05 AM,CE390A,10000,,,,,,,,,,,225000,820,6,508922,512684,508922,512684,,,,,,,,,,,,,,,,,99%,,,,2.93,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1000603,HP LaserJet M1536dnf MFP 2C85,10.202.44.133,CND9D9LBF3,Hewlett-Packard Laserjet Pro M1536dnf,Hewlett-Packard,Unmanaged,False,True,True,True,26,,9/1/2010 12:00:00 AM,,12/11/2013 7:51:10 AM,CE278A,2100,,,,,,,,,,,8000,445,5,13133,13818,13133,13818,,,7630,8048,,,5503,5770,,,2957,3075,,,,,43%,,,,4.67,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24009,HP LaserJet P2055dn 0266,172.20.2.102,CNB9L32453,Hewlett-Packard LaserJet P2055dn,Hewlett-Packard,Unmanaged,False,False,False,False,35,,10/7/2008 12:00:00 AM,,12/29/2013 8:14:19 AM,CE505A,2300,,,,,,,,,,,50000,570,8,44157,44157,44157,44157,,,,,,,,,,,,,,,,,85%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,25264,HP LaserJet P3010 Series 290C,10.202.41.12,VNB3123869,Hewlett-Packard LaserJet Enterprise P3015d,Hewlett-Packard,Unmanaged,False,False,False,False,42,,5/28/2009 12:00:00 AM,,12/11/2013 7:51:07 AM,CE255A,6000,,,,,,,,,,,100000,780,8,37496,40201,37496,40201,,,,,,,,,,,,,,,,,95%,,,,6.26,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,25264,HP LaserJet P3010 Series 2B57,10.202.43.87,VNBCB242KR,Hewlett-Packard LaserJet Enterprise P3015d,Hewlett-Packard,Unmanaged,False,False,False,False,42,,5/28/2009 12:00:00 AM,,12/11/2013 7:51:13 AM,CE255A,6000,,,,,,,,,,,100000,780,8,37738,38116,37738,38116,,,,,,,,,,,,,,,,,16%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23294,HP LaserJet P4014 2A0C,10.202.42.12,CNDX815240,Hewlett-Packard LaserJet P4014,Hewlett-Packard,Unmanaged,False,False,False,False,43,,4/8/2008 12:00:00 AM,,12/11/2013 7:51:07 AM,CC364A,10000,,,,,,,,,,,175000,800,17,41196,42411,41196,42411,,,,,,,,,,,,,,,,,20%,,,,4.07,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23294,HP LaserJet P4014 2B59,10.202.43.89,CNDX407159,Hewlett-Packard LaserJet P4014,Hewlett-Packard,Unmanaged,False,False,False,False,43,,4/8/2008 12:00:00 AM,,12/11/2013 7:51:04 AM,CC364A,10000,,,,,,,,,,,175000,800,17,359022,365025,359022,365025,,,,,,,,,,,,,,,,,15%,,,,4.25,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23294,HP LaserJet P4014 2C32,10.202.44.50,JPDF035515,Hewlett-Packard LaserJet P4014,Hewlett-Packard,Unmanaged,False,False,False,False,43,,4/8/2008 12:00:00 AM,,12/11/2013 7:51:07 AM,CC364A,10000,,,,,,,,,,,175000,800,17,89217,90725,89217,90725,,,,,,,,,,,,,,,,,35%,,,,4.71,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23294,HP LaserJet P4014 2C6E,10.202.44.110,CNDX190617,Hewlett-Packard LaserJet P4014,Hewlett-Packard,Unmanaged,False,False,False,False,43,,4/8/2008 12:00:00 AM,,12/11/2013 7:51:08 AM,CC364A,10000,,,,,,,,,,,175000,800,17,5047,7812,5047,7812,,,,,,,,,,,,,,,,,31%,,,,4.32,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23262,HP LaserJet P4015 2A0E,10.202.42.14,CNDY106175,Hewlett-Packard LaserJet P4015n,Hewlett-Packard,Unmanaged,False,False,False,False,62,,4/8/2008 12:00:00 AM,,12/11/2013 7:51:17 AM,CC364A,10000,,,,,,,,,,,225000,840,18,230651,231185,230651,231185,,,,,,,,,,,,,,,,,14%,,,,4.93,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002398,Konica Minolta bizhub 25e 011A,172.21.1.26,DD136120043029,Konica Minolta bizhub 25e,Konica Minolta,Unmanaged,False,True,True,True,25,,3/1/2013 12:00:00 AM,,12/11/2013 7:51:15 AM,TN-219,20000,,,,,,,,,,,42000,1090,2,918,2563,918,2563,,,642,1465,,,128,629,,,231,537,156,469,,,96%,,,,2.08,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002398,Konica Minolta bizhub 25e 012C,172.21.1.44,DD136120043012,Konica Minolta bizhub 25e,Konica Minolta,Unmanaged,False,True,True,True,25,,3/1/2013 12:00:00 AM,,12/11/2013 7:51:19 AM,TN-219,20000,,,,,,,,,,,42000,1090,2,770,3303,770,3303,,,445,2667,,,325,629,,,1009,3366,2,7,,,99%,,,,0.33,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002398,Konica Minolta bizhub 25e 012D,172.21.1.45,DD136120043018,Konica Minolta bizhub 25e,Konica Minolta,Unmanaged,False,True,True,True,25,,3/1/2013 12:00:00 AM,,12/29/2013 8:14:16 AM,TN-219,20000,,,,,,,,,,,42000,1090,2,,,,,,,,,,,,,,,,,,,,,100%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,0,ML490 2B53,10.202.43.83,,Undefined,Undefined,Unmanaged,True,True,True,True,0,0,1/1/2001 12:00:00 AM,,12/11/2013 7:51:07 AM,generic,0,,Cyan,0,,Magenta,0,,Yellow,0,,100001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,18932,RICOH Aficio CL7200 CF3C,10.0.207.60,Q3781000120,Ricoh Aficio CL7200,Ricoh,Unmanaged,True,False,False,False,32,28,5/10/2005 12:00:00 AM,,9/29/2011 12:38:17 PM,888442,24000,,888445,10000,,888444,10000,,888443,10000,,200000,1320,19,74731,77061,21584,22526,53152,54535,21584,22526,53152,54535,,,,,,,,,,,90%,90%,80%,70%,5.00,5.00,5.00,7.31,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001559,RICOH Aficio MP 2852 CC26,10.0.204.38,W422LB00845,Ricoh Aficio MP 2852,Ricoh,Unmanaged,False,True,True,True,28,,12/27/2011 12:00:00 AM,,1/3/2014 1:52:39 AM,841337,11000,,,,,,,,,,,100000,1600,,,,,,,,,,,,,,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001745,RICOH Aficio MP 301 3E23,10.0.62.35,W912PA03649,Ricoh Aficio MP 301SP,Ricoh,Unmanaged,False,True,True,False,30,,5/1/2012 12:00:00 AM,,1/15/2013 10:50:59 AM,Black Toner for Ricoh Aficio M,8000,,,,,,,,,,,,1100,3,29208,31746,29208,31746,,,10484,11499,,,7168,7780,,,4749,5270,11563,12467,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001560,RICOH Aficio MP 3352 1E1F,10.0.30.31,W432LB00237,Ricoh Aficio MP 3352,Ricoh,Unmanaged,False,True,True,True,33,,12/27/2011 12:00:00 AM,,1/9/2013 11:53:14 AM,841337,11000,,,,,,,,,,,100000,1600,,25276,27737,25276,27737,,,14753,16088,,,10554,11649,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001560,RICOH Aficio MP 3352 B61E,10.0.182.30,W433L100719,Ricoh Aficio MP 3352,Ricoh,Unmanaged,False,True,True,True,33,,12/27/2011 12:00:00 AM,,2/11/2013 3:46:13 PM,841337,11000,,,,,,,,,,,100000,1600,,57214,61850,57214,61850,,,11866,12726,,,13297,14327,,,10283,11303,24095,26309,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001832,RICOH Aficio MP 4002 0F26,10.0.15.38,W523L701267,Ricoh Aficio MP 4002,Ricoh,Unmanaged,False,True,True,False,40,,5/1/2012 12:00:00 AM,,12/11/2013 7:51:13 AM,480-0397,30000,,,,,,,,,,,200000,1550,3,14051,16605,14051,16605,,,3545,4112,,,7075,8212,,,713,879,3431,4281,,,60%,,,,5.24,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1001832,RICOH Aficio MP 4002 72C1,10.0.114.193,W522L900503,Ricoh Aficio MP 4002,Ricoh,Unmanaged,False,True,True,False,40,,5/1/2012 12:00:00 AM,,12/18/2013 7:13:33 PM,480-0397,30000,,,,,,,,,,,200000,1550,3,13544,13928,13544,13928,,,,,,,8171,8377,,,2021,2095,5372,5550,,,60%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,25234,RICOH Aficio MP 6001 0725,10.0.7.37,V6905401317,Ricoh Aficio MP 6001,Ricoh,Unmanaged,False,True,True,True,60,,6/18/2009 12:00:00 AM,,12/11/2013 7:51:07 AM,885098,43000,,,,,,,,,,,300000,1950,,542685,547876,542685,547876,,,98043,102075,,,444644,445801,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,25234,RICOH Aficio MP 6001 2D14,10.1.45.20,V6995600461,Ricoh Aficio MP 6001,Ricoh,Unmanaged,False,True,True,True,60,,6/18/2009 12:00:00 AM,,12/11/2013 7:51:19 AM,885098,43000,,,,,,,,,,,300000,1950,,606976,608668,606976,608668,,,534030,535536,,,71790,71972,,,,,1141,1141,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,25234,RICOH Aficio MP 6001 982C,10.0.152.44,V6995600664,Ricoh Aficio MP 6001,Ricoh,Unmanaged,False,True,True,True,60,,6/18/2009 12:00:00 AM,,12/11/2013 7:51:08 AM,885098,43000,,,,,,,,,,,300000,1950,,2554,5820,2554,5820,,,721,2511,,,1832,3308,,,1031,3146,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23282,RICOH Aficio MP 8000 BF2E,10.0.191.46,M9485400279,Ricoh Aficio MP 8000,Ricoh,Unmanaged,False,True,True,False,80,,4/10/2008 12:00:00 AM,,2/25/2013 1:40:09 PM,885098,43000,,,,,,,,,,,150000,1850,,857037,896862,857037,896862,,,5,36,,,857035,896826,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24036,RICOH Aficio MP C4000 01D9,10.0.1.217,V1205400037,Ricoh Aficio MP C4000,Ricoh,Unmanaged,True,True,True,True,40,40,10/15/2008 12:00:00 AM,,12/15/2013 11:39:11 AM,841160,20000,,841163,15000,,841162,15000,,841161,15000,,50000,1500,99,185129,186072,170107,171019,15023,15053,96497,96644,14794,14794,66239,66648,231,259,13592,14875,,,,,90%,100%,100%,100%,8.87,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24037,RICOH Aficio MP C5000 001A,10.0.0.26,V1305400068,Ricoh Aficio MP C5000,Ricoh,Unmanaged,True,True,True,True,50,50,10/15/2008 12:00:00 AM,,12/15/2013 11:39:11 AM,841284,23000,,841287,17000,,841286,17000,,841285,17000,,200000,1500,99,312160,315661,58618,61884,253543,253777,32934,36164,92126,92360,25686,25720,,,10780,10784,,,,,90%,100%,100%,100%,3.21,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002687,RICOH Aficio SP 5210SF 4D21,10.0.77.33,S9139200587,Ricoh Aficio SP 5210SF,Ricoh,Unmanaged,False,False,True,False,52,,12/1/2011 12:00:00 AM,,12/17/2013 8:46:29 AM,406683,25000,,,,,,,,,,,200000,892,8,34,346,34,346,,,5,5,,,27,190,,,10,70,3,151,,,100%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,19406,TOSHIBA e-STUDIO281c 2B55,10.202.43.85,CDH742267,Toshiba eStudio 281c,Toshiba,Unmanaged,True,True,True,False,28,11,8/26/2005 12:00:00 AM,,12/11/2013 7:51:05 AM,Black for Toshiba eStudio 281c,27000,,Cyan for Toshiba eStudio 281c,10000,,Magenta for Toshiba eStudio 28,10000,,Yellow for Toshiba eStudio 281,10000,,100000,1500,,540918,543754,509628,512448,31306,31306,243221,245218,,,266321,267094,29408,29408,92637,92637,,,,,OK,OK,OK,OK,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,19406,TOSHIBA e-STUDIO281c 2C0D,10.202.44.13,CDF739088,Toshiba eStudio 281c,Toshiba,Unmanaged,True,True,True,False,28,11,8/26/2005 12:00:00 AM,,12/11/2013 7:51:17 AM,Black for Toshiba eStudio 281c,27000,,Cyan for Toshiba eStudio 281c,10000,,Magenta for Toshiba eStudio 28,10000,,Yellow for Toshiba eStudio 281,10000,,100000,1500,,517993,519744,515441,517082,2553,2662,271991,272734,2265,2374,243393,244290,,,473174,479435,,,,,OK,OK,OK,OK,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002036,Brother DCP-7065DN 0232,172.20.2.50,U62712D2N819230,Brother DCP-7065DN,Brother,Managed,False,True,True,False,27,,5/1/2012 12:00:00 AM,,8/30/2013 12:57:38 AM,TN420,1200,,,,,,,,,,,10000,445,1,7040,7475,7040,7475,,,4174,4406,,,2881,3068,,,3058,3371,,,,,50%,,,,2.99,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,18148,Brother HL-2070N series 0117,10.20.1.44,A7J911022,Brother HL-2070N,Brother,Managed,False,False,False,False,20,,1/3/2005 12:00:00 AM,,5/9/2012 1:17:01 PM,TN-350,2500,,,,,,,,,,,10000,450,70,6098,6102,6098,6102,,,,,,,,,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24764,Brother HL-5370DW series A9AF,10.0.169.175,B9J186380,Brother HL-5370DW,Brother,Unmanaged,False,False,False,False,32,,3/10/2009 12:00:00 AM,,9/29/2011 12:38:25 PM,TN620,3000,,,,,,,,,,,30000,75,6,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,23161,Brother MFC-7440N 5D08,10.0.93.169,K0N626404,Brother MFC-7440N,Brother,Managed,False,True,True,True,23,,3/4/2008 12:00:00 AM,,9/29/2011 12:38:16 PM,TN-330,1500,,,,,,,,,,,10000,,,2739,2767,2739,2767,,,2184,2211,,,419,420,,,1000,1002,,,,,100%,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002038,Brother MFC-7460DN 0165,172.20.1.60,U62701F2N989868,Brother MFC-7460DN,Brother,Managed,False,True,True,True,27,,3/1/2011 12:00:00 AM,,10/1/2012 4:29:47 PM,TN420,1200,,,,,,,,,,,10000,445,2,9853,11482,9853,11482,,,6627,8051,,,2536,2603,,,3299,3461,718,828,,,70%,,,,1.71,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,18515,Brother MFC-7820N 0836,172.20.8.54,000G5J426381,Brother MFC-7820N,Brother,Managed,False,True,True,True,20,,2/15/2005 12:00:00 AM,,8/30/2013 12:57:33 AM,TN2025,2500,,,,,,,,,,,10000,1032,75,,,,,,,,,,,,,,,,,,,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,20054,Brother MFC-8460N 092F,10.145.9.47,A8J603817,Brother MFC-8460N,Brother,Managed,False,True,True,True,30,,2/13/2006 12:00:00 AM,,5/9/2012 1:16:50 PM,TN-550,3500,,,,,,,,,,,20000,,,75038,77134,75038,77134,,,23773,25095,,,15976,16078,,,35469,35863,35301,35961,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,20054,Brother MFC-8460N A71E,10.0.167.30,L7J560534,Brother MFC-8460N,Brother,Unmanaged,False,True,True,True,30,,2/13/2006 12:00:00 AM,,3/30/2012 11:02:55 PM,TN-550,3500,,,,,,,,,,,20000,,,132554,133322,132554,133322,,,108731,109379,,,21975,22083,,,98224,98428,1849,1860,,,OK,,,,5.00,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24766,Brother MFC-8480DN A715,10.0.167.21,A0J315969,Brother MFC-8480DN,Brother,Unmanaged,False,True,True,True,32,,3/10/2009 12:00:00 AM,,3/30/2012 11:02:45 PM,TN620,3000,,,,,,,,,,,30000,85,18,56564,57832,56564,57832,,,40984,41897,,,14336,14662,,,14132,14446,1245,1273,,,100%,,,,0.88,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24766,Brother MFC-8480DN A717,10.0.167.23,F9J163364,Brother MFC-8480DN,Brother,Unmanaged,False,True,True,True,32,,3/10/2009 12:00:00 AM,,6/11/2012 11:08:17 AM,TN620,3000,,,,,,,,,,,30000,85,18,92186,93615,92186,93615,,,22669,23143,,,61889,62843,,,49149,49640,,,,,36%,,,,4.07,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24766,Brother MFC-8480DN A718,10.0.167.20,C0J353785,Brother MFC-8480DN,Brother,Unmanaged,False,True,True,True,32,,3/10/2009 12:00:00 AM,,3/30/2012 7:16:43 PM,TN620,3000,,,,,,,,,,,30000,85,18,247099,249142,247099,249142,,,99363,100261,,,135280,136044,,,69981,71091,12461,12837,,,72%,,,,1.03,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24766,Brother MFC-8480DN A71F,10.0.167.31,L9J233317,Brother MFC-8480DN,Brother,Unmanaged,False,True,True,True,32,,3/10/2009 12:00:00 AM,,3/30/2012 11:02:54 PM,TN620,3000,,,,,,,,,,,30000,85,18,61453,62395,61453,62395,,,41093,41550,,,20352,20836,,,33134,33874,,,,,36%,,,,0.79,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,25455,Brother MFC-9120CN 2A22,10.0.42.34,F0J375775,Brother MFC-9120CN,Brother,Managed,True,True,True,True,17,17,9/3/2009 12:00:00 AM,,9/29/2011 12:38:28 PM,TN210BK,,,,,,,,,,,,25000,75,11,,,,,,,,,,,,,,,,,,,,,34%,86%,86%,86%,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,22243,Brother MFC-9440CN 0BBE,10.0.11.190,J9J454372,Brother MFC-9440CN,Brother,Managed,True,True,True,True,21,21,6/12/2007 12:00:00 AM,,9/28/2011 11:03:30 AM,TN-115M,4000,,TN-110C,1500,,TN-110M,1500,,TN-110Y,1500,,35000,,,36147,36457,19145,19182,17002,17275,14322,14356,16891,17160,3938,3939,114,115,3589,3595,886,886,,,OK,OK,OK,OK,5.00,5.00,5.00,5.00,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,1002041,Dell 1130n Mono Laser Printer A71D,10.0.167.29,D3L0ZK1,Dell 1130n,Dell,Unmanaged,False,False,False,False,24,,12/1/2009 12:00:00 AM,,3/31/2012 12:55:28 AM,330-9524,1500,,,,,,,,,,,12000,400,7,38754,40923,38754,40923,,,38746,40915,,,,,,,,,,,,,99%,,,,2.51,,,,
12/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,24317,Dell 2335dn MFP EE1F,10.0.238.31,CQ87FG1,Dell 2335dn MFP,Dell,Managed,False,True,True,True,35,,,,8/31/2013 12:06:53 AM,330-2208,3000,,,,,,,,,,,35000,450,80,63528,63568,63528,63568,,,,,,,,,,,,,,,,,73%,,,,5.00,,,,
