,Account Name,Sample_2,,,,,,,,,,,,,
,Create Date,Jan 29 2013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ignore,Tag,Make,Model,Serial Number,IP Address,MAC Address,Location,Meter Date 1,Total Meter 1,BW Meter 1,Color Meter 1,Meter Date 2,Total Meter 2,BW Meter 2,Color Meter 2
,93491C91,Hewlett-Packard,LaserJet 1320 series,CNJC68K1CH,192.168.72.223,00-14-38-D6-3A-1D,USA/IL/,Jan 25 2013,39591,,,Jun 29 2012,38965,,
,5CA63044,Hewlett-Packard,Color LaserJet CP3525,CNCC9BN00K,10.91.6.9,00-23-7D-8D-37-9F,USA/IL/,Jan 25 2013,5993,1956,4037,Jun 29 2012,4698,1520,3178
,F6A04571,Hewlett-Packard,LaserJet 2300 series,CNBGH10218,192.168.72.216,00-0E-7F-E8-96-C8,USA/IL/,Jan 25 2013,141531,,,Jun 29 2012,138928,,
,E5E8F589,Kyocera,FS-3900DN,XPJ6605842,10.2.6.19,00-C0-EE-68-CA-49,USA/IL/,Jan 25 2013,260073,,,Jun 29 2012,248283,,
,F1D784E1,Brother,MFC-8860DN,M6J340590,10.86.6.5,00-80-77-93-93-28,USA/IL/,Jan 25 2013,128065,5875,48885,Jul 2 2012,69560,5875,48885
,155AF92A,Kyocera,FS-3900DN,XPJ6301699,10.2.6.22,00-C0-EE-68-5D-38,USA/IL/,Jan 25 2013,325917,,,Jun 29 2012,308732,,
,FC45B96C,Kyocera,FS-2000D,XMG6X03670,192.168.160.106,00-C0-EE-69-AD-03,USA/IL/,Jan 18 2013,64692,,,Jun 29 2012,59013,,
,753A7052,Kyocera,FS-9530DN,PPP8Z04038,10.2.6.46,00-C0-EE-1F-51-30,USA/IL/,Jan 25 2013,415762,,,Jun 29 2012,340122,,
,F7766392,Kyocera,FS-3900DN,XPJ6605567,10.91.6.4,00-C0-EE-68-CD-21,USA/IL/,Jan 25 2013,144769,,,Jun 29 2012,132484,,
,5AD0FD53,Kyocera,FS-3900DN,XPJ6301704,10.2.6.25,00-C0-EE-68-5D-9A,USA/IL/,Jan 25 2013,98545,,,Jun 29 2012,96497,,
,20553170,Hewlett-Packard,Color LaserJet CP3525,CNCCB791F6,10.91.6.23,1C-C1-DE-11-38-93,USA/IL/,Jan 25 2013,14213,2731,11482,Jun 29 2012,13761,2645,11116
,B13298C8,Hewlett-Packard,Color LaserJet 3700,CNLBB32219,192.168.72.219,00-0E-7F-E7-32-5B,USA/IL/,Jan 25 2013,29046,3297,25749,Jun 29 2012,28663,3222,25441
,4209EB83,Xerox,Phaser 3635MFP-S,BB1483749,10.2.6.21,9C-93-4E-0A-B4-2D,USA/IL/,Jan 28 2013,9757,9757,,Mar 26 2012,,31,
,423C5878,Kyocera,FS-3900DN,XPJ6908557,10.2.6.43,00-C0-EE-6B-0E-6A,USA/IL/,Jan 25 2013,386012,,,Jun 29 2012,343413,,
